pnr,alder,koen,civ,uddannelse,indkomst,gen_indkomst,forskel_indkomst,uddannelse_alder
6211489,33,Male,Married,Lange videregående uddannelser,332470.625,277715.8863705276,54754.738629472384,25
6211953,56,Male,Unmarried,Lange videregående uddannelser,445497.15625,277715.8863705276,167781.26987947238,25
6212684,61,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,328772.375,292662.22918171337,36110.14581828663,20
6215493,63,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,293315.1875,292662.22918171337,652.9583182866336,20
6216125,57,Male,Unmarried,Grundskole 7.-10. klasse / Forberedende uddannelser,409894.25,297215.19019605126,112679.05980394874,16
6216602,36,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,297402.875,292662.22918171337,4740.645818286634,20
6217207,40,Male,Married,Mellemlange videregående uddannelser / Bachelorer,370547.75,303672.3042750847,66875.4457249153,27
6217710,44,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,398905.25,292662.22918171337,106243.02081828663,25
6218658,45,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,137647.546875,292662.22918171337,-155014.68230671337,20
6218984,57,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,430054.8125,292662.22918171337,137392.58331828663,20
6219041,18,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,213379.203125,292662.22918171337,-79283.02605671337,20
6219454,41,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,137065.984375,292662.22918171337,-155596.24480671337,26
6221693,40,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,359371.0625,292662.22918171337,66708.83331828663,20
6221805,30,Male,Married,Lange videregående uddannelser,369031.1875,277715.8863705276,91315.30112947238,25
6222116,53,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,394530.90625,292662.22918171337,101868.67706828663,20
6222775,43,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,383095.65625,292662.22918171337,90433.42706828663,20
6225495,48,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,136676.484375,292662.22918171337,-155985.74480671337,20
6226160,41,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,392477.5625,292662.22918171337,99815.33331828663,25
6227197,26,Male,Married,Lange videregående uddannelser,233105.015625,277715.8863705276,-44610.870745527616,25
6227265,38,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,311474.53125,292662.22918171337,18812.302068286634,25
6227950,32,Male,Unmarried,Grundskole 7.-10. klasse / Forberedende uddannelser,334980.34375,297215.19019605126,37765.15355394874,16
6227975,42,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,408844.875,292662.22918171337,116182.64581828663,20
6229521,25,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,258802.5625,292662.22918171337,-33859.66668171337,20
6230145,45,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,439159.84375,292662.22918171337,146497.61456828663,20
6230205,45,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,421246.46875,292662.22918171337,128584.23956828663,24
6230658,21,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,206875.171875,292662.22918171337,-85787.05730671337,23
6230686,36,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,359376.5625,292662.22918171337,66714.33331828663,20
6230827,49,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,136094.859375,292662.22918171337,-156567.36980671337,20
6230978,34,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,372270.53125,292662.22918171337,79608.30206828663,25
6231744,40,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,363635.96875,292662.22918171337,70973.73956828663,24
6233236,43,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,424585.875,292662.22918171337,131923.64581828663,20
6233866,22,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,230103.46875,292662.22918171337,-62558.76043171337,24
6234940,40,Male,Married,Grundskole 7.-10. klasse / Forberedende uddannelser,417990.875,297215.19019605126,120775.68480394874,16
6235763,59,Male,Married,Grundskole 7.-10. klasse / Forberedende uddannelser,136983.328125,297215.19019605126,-160231.86207105126,16
6237295,41,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,362465.21875,292662.22918171337,69802.98956828663,25
6237494,20,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,215988.171875,292662.22918171337,-76674.05730671337,20
6237841,43,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,376840.90625,292662.22918171337,84178.67706828663,20
6242143,64,Male,Married,Grundskole 7.-10. klasse / Forberedende uddannelser,365063.8125,297215.19019605126,67848.62230394874,16
6242372,55,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,433679.4375,292662.22918171337,141017.20831828663,20
6243495,20,Male,Unmarried,Grundskole 7.-10. klasse / Forberedende uddannelser,136274.09375,297215.19019605126,-160941.09644605126,16
6246398,27,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,188619.71875,292662.22918171337,-104042.51043171337,20
6248338,55,Male,Unmarried,Grundskole 7.-10. klasse / Forberedende uddannelser,378951.4375,297215.19019605126,81736.24730394874,16
6249414,42,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,389498.8125,292662.22918171337,96836.58331828663,20
6253603,37,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,136706.65625,292662.22918171337,-155955.57293171337,20
6255637,26,Male,Unmarried,Lange videregående uddannelser,187766.8125,277715.8863705276,-89949.07387052762,25
6255795,25,Male,Married,Lange videregående uddannelser,221231.53125,277715.8863705276,-56484.355120527616,25
6255891,41,Male,Unmarried,Lange videregående uddannelser,456970.875,277715.8863705276,179254.98862947238,25
6256923,20,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,204068.03125,292662.22918171337,-88594.19793171337,22
6259853,28,Male,Married,Grundskole 7.-10. klasse / Forberedende uddannelser,204252.375,297215.19019605126,-92962.81519605126,16
6260065,46,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,397768.90625,292662.22918171337,105106.67706828663,20
6260108,26,Male,Unmarried,Mellemlange videregående uddannelser / Bachelorer,259509.90625,303672.3042750847,-44162.398025084694,26
6263235,47,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,444969.1875,292662.22918171337,152306.95831828663,20
6265112,65,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,330216.84375,292662.22918171337,37554.61456828663,19
6265237,48,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,136458.71875,292662.22918171337,-156203.51043171337,20
6265324,49,Male,Married,Grundskole 7.-10. klasse / Forberedende uddannelser,351179.53125,297215.19019605126,53964.34105394874,16
6266215,60,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,339803.15625,292662.22918171337,47140.92706828663,20
6266399,49,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,431325.15625,292662.22918171337,138662.92706828663,20
6269305,23,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,169761.71875,292662.22918171337,-122900.51043171337,25
6270158,38,Male,Unmarried,Lange videregående uddannelser,346464.1875,277715.8863705276,68748.30112947238,25
6270495,21,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,228731.953125,292662.22918171337,-63930.27605671337,20
6271054,48,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,136121.40625,292662.22918171337,-156540.82293171337,20
6271535,52,Male,Unmarried,Lange videregående uddannelser,336624.9375,277715.8863705276,58909.051129472384,25
6272745,56,Male,Married,Grundskole 7.-10. klasse / Forberedende uddannelser,438010.40625,297215.19019605126,140795.21605394874,16
6273287,25,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,167780.578125,292662.22918171337,-124881.65105671337,25
6275067,40,Male,Married,Grundskole 7.-10. klasse / Forberedende uddannelser,397093.65625,297215.19019605126,99878.46605394874,16
6275190,25,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,181795.40625,292662.22918171337,-110866.82293171337,20
6275548,48,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,348597.0625,292662.22918171337,55934.83331828663,20
6275694,30,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,354325.3125,292662.22918171337,61663.08331828663,20
6276595,36,Male,Unmarried,Grundskole 7.-10. klasse / Forberedende uddannelser,354244.21875,297215.19019605126,57029.02855394874,16
6280855,57,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,433422.75,292662.22918171337,140760.52081828663,20
6282236,25,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,208821.375,292662.22918171337,-83840.85418171337,25
6284177,43,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,363317.125,292662.22918171337,70654.89581828663,20
6284453,40,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,447463.21875,292662.22918171337,154800.98956828663,20
6285194,34,Male,Married,Grundskole 7.-10. klasse / Forberedende uddannelser,326830.96875,297215.19019605126,29615.778553948738,16
6285654,46,Male,Married,Mellemlange videregående uddannelser / Bachelorer,136924.34375,303672.3042750847,-166747.9605250847,25
6286293,33,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,136282.484375,292662.22918171337,-156379.74480671337,20
6287863,20,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,232015.703125,292662.22918171337,-60646.52605671337,22
6288073,61,Male,Married,Grundskole 7.-10. klasse / Forberedende uddannelser,335785.71875,297215.19019605126,38570.52855394874,16
6288362,36,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,325138.75,292662.22918171337,32476.520818286634,20
6288447,61,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,313090.8125,292662.22918171337,20428.583318286634,20
6294248,62,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,136129.125,292662.22918171337,-156533.10418171337,25
6296174,54,Male,Married,Grundskole 7.-10. klasse / Forberedende uddannelser,421159.0625,297215.19019605126,123943.87230394874,16
6296464,51,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,401586.5,292662.22918171337,108924.27081828663,20
6296839,18,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,214117.171875,292662.22918171337,-78545.05730671337,20
6297070,38,Male,Unmarried,Grundskole 7.-10. klasse / Forberedende uddannelser,136394.46875,297215.19019605126,-160820.72144605126,16
6297077,58,Male,Unmarried,Grundskole 7.-10. klasse / Forberedende uddannelser,361241.84375,297215.19019605126,64026.65355394874,16
6297896,57,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,410727.84375,292662.22918171337,118065.61456828663,20
6298995,27,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,136895.40625,292662.22918171337,-155766.82293171337,20
6299635,46,Male,Unmarried,Mellemlange videregående uddannelser / Bachelorer,136484.484375,303672.3042750847,-167187.8199000847,23
6299957,54,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,136066.75,292662.22918171337,-156595.47918171337,26
6300399,57,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,366435.34375,292662.22918171337,73773.11456828663,20
6302397,55,Male,Unmarried,Grundskole 7.-10. klasse / Forberedende uddannelser,421557.34375,297215.19019605126,124342.15355394874,16
6302963,36,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,330461.53125,292662.22918171337,37799.30206828663,23
6304316,22,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,137439.328125,292662.22918171337,-155222.90105671337,24
6304367,50,Male,Unmarried,Lange videregående uddannelser,403030.03125,277715.8863705276,125314.14487947238,25
6306252,50,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,387452.71875,292662.22918171337,94790.48956828663,20
6308524,34,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,352463.03125,292662.22918171337,59800.80206828663,25
6310095,48,Male,Unmarried,Mellemlange videregående uddannelser / Bachelorer,369329.25,303672.3042750847,65656.9457249153,25
6310296,36,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,137350.03125,292662.22918171337,-155312.19793171337,20
6310375,34,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,137322.609375,292662.22918171337,-155339.61980671337,20
6311333,22,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,137109.1875,292662.22918171337,-155553.04168171337,24
6311802,19,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,207839.828125,292662.22918171337,-84822.40105671337,20
6311985,34,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,314505.21875,292662.22918171337,21842.989568286634,20
6313171,25,Male,Unmarried,Grundskole 7.-10. klasse / Forberedende uddannelser,197786.34375,297215.19019605126,-99428.84644605126,16
6313241,39,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,346212.875,292662.22918171337,53550.64581828663,20
6314012,25,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,136094.125,292662.22918171337,-156568.10418171337,20
6315833,20,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,194156.609375,292662.22918171337,-98505.61980671337,22
6317408,23,Male,Married,Grundskole 7.-10. klasse / Forberedende uddannelser,221133.328125,297215.19019605126,-76081.86207105126,16
6317903,29,Male,Married,Lange videregående uddannelser,217325.203125,277715.8863705276,-60390.683245527616,25
6319101,59,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,401516.40625,292662.22918171337,108854.17706828663,20
6319545,51,Male,Unmarried,Lange videregående uddannelser,395761.5625,277715.8863705276,118045.67612947238,25
6319896,45,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,399884.0625,292662.22918171337,107221.83331828663,20
6320377,44,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,136056.640625,292662.22918171337,-156605.58855671337,20
6323415,57,Male,Unmarried,Grundskole 7.-10. klasse / Forberedende uddannelser,392545.5,297215.19019605126,95330.30980394874,16
6324233,31,Male,Unmarried,Lange videregående uddannelser,325895.71875,277715.8863705276,48179.832379472384,25
6324513,46,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,377272.5,292662.22918171337,84610.27081828663,20
6325130,25,Male,Married,Lange videregående uddannelser,226844.125,277715.8863705276,-50871.761370527616,25
6325641,38,Male,Unmarried,Lange videregående uddannelser,376266.5625,277715.8863705276,98550.67612947238,25
6325680,49,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,136224.890625,292662.22918171337,-156437.33855671337,20
6326697,58,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,409865.5625,292662.22918171337,117203.33331828663,20
6330081,32,Male,Married,Lange videregående uddannelser,369301.09375,277715.8863705276,91585.20737947238,25
6330805,54,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,416361.96875,292662.22918171337,123699.73956828663,20
6331184,41,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,335585.59375,292662.22918171337,42923.36456828663,20
6332353,48,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,136124.78125,292662.22918171337,-156537.44793171337,20
6332416,46,Male,Unmarried,Lange videregående uddannelser,446051.28125,277715.8863705276,168335.39487947238,25
6333687,36,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,327047,292662.22918171337,34384.77081828663,20
6333833,27,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,136351.921875,292662.22918171337,-156310.30730671337,20
6334266,35,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,344020.625,292662.22918171337,51358.39581828663,20
6335759,54,Male,Married,Mellemlange videregående uddannelser / Bachelorer,433298.59375,303672.3042750847,129626.2894749153,25
6336043,22,Male,Unmarried,Grundskole 7.-10. klasse / Forberedende uddannelser,184600.84375,297215.19019605126,-112614.34644605126,16
6336663,32,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,353052.625,292662.22918171337,60390.39581828663,20
6338232,24,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,206063.5,292662.22918171337,-86598.72918171337,20
6338823,28,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,200573.828125,292662.22918171337,-92088.40105671337,20
6340211,25,Male,Married,Lange videregående uddannelser,191025.46875,277715.8863705276,-86690.41762052762,25
6341656,20,Male,Married,Grundskole 7.-10. klasse / Forberedende uddannelser,189911.671875,297215.19019605126,-107303.51832105126,16
6343124,32,Male,Unmarried,Grundskole 7.-10. klasse / Forberedende uddannelser,344983.3125,297215.19019605126,47768.12230394874,16
6343184,49,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,431680.96875,292662.22918171337,139018.73956828663,20
6343630,33,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,137510.109375,292662.22918171337,-155152.11980671337,20
6345833,34,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,328846.8125,292662.22918171337,36184.58331828663,20
6347255,39,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,328548.5625,292662.22918171337,35886.33331828663,20
6347326,23,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,210762.953125,292662.22918171337,-81899.27605671337,20
6347388,43,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,369014.28125,292662.22918171337,76352.05206828663,20
6347905,44,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,381615.25,292662.22918171337,88953.02081828663,20
6347976,18,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,238839.484375,292662.22918171337,-53822.74480671337,20
6350948,22,Male,Unmarried,Lange videregående uddannelser,160788.625,277715.8863705276,-116927.26137052762,24
6351612,39,Male,Married,Lange videregående uddannelser,294558.03125,277715.8863705276,16842.144879472384,25
6358615,26,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,136041.328125,292662.22918171337,-156620.90105671337,20
6358984,20,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,216488.828125,292662.22918171337,-76173.40105671337,22
6359165,40,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,137595.6875,292662.22918171337,-155066.54168171337,20
6359168,32,Male,Unmarried,Lange videregående uddannelser,317770.84375,277715.8863705276,40054.957379472384,24
6360159,63,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,310327.09375,292662.22918171337,17664.864568286634,20
6360530,32,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,353149.71875,292662.22918171337,60487.48956828663,19
6361041,29,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,167113.875,292662.22918171337,-125548.35418171337,20
6362111,37,Male,Married,Grundskole 7.-10. klasse / Forberedende uddannelser,137076.765625,297215.19019605126,-160138.42457105126,16
6362836,28,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,212856.328125,292662.22918171337,-79805.90105671337,20
6364293,26,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,258655.15625,292662.22918171337,-34007.07293171337,20
6364396,55,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,136196.6875,292662.22918171337,-156465.54168171337,20
6365704,63,Male,Unmarried,Grundskole 7.-10. klasse / Forberedende uddannelser,289590.15625,297215.19019605126,-7625.033946051262,16
6366231,22,Male,Married,Lange videregående uddannelser,153000.203125,277715.8863705276,-124715.68324552762,24
6367219,54,Male,Unmarried,Grundskole 7.-10. klasse / Forberedende uddannelser,418228.40625,297215.19019605126,121013.21605394874,16
6367576,35,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,334872.1875,292662.22918171337,42209.95831828663,20
6371755,27,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,195481.453125,292662.22918171337,-97180.77605671337,25
6373196,39,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,347102.71875,292662.22918171337,54440.48956828663,26
6373234,64,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,283626.03125,292662.22918171337,-9036.197931713366,20
6373552,40,Male,Unmarried,Lange videregående uddannelser,470378.84375,277715.8863705276,192662.95737947238,25
6373839,54,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,425409.59375,292662.22918171337,132747.36456828663,20
6374065,32,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,363331.3125,292662.22918171337,70669.08331828663,20
6374935,43,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,415327.1875,292662.22918171337,122664.95831828663,24
6375853,38,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,284744.59375,292662.22918171337,-7917.635431713366,20
6376042,36,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,323858.9375,292662.22918171337,31196.708318286634,20
6379581,20,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,180743.078125,292662.22918171337,-111919.15105671337,22
6380801,21,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,247880.515625,292662.22918171337,-44781.71355671337,23
6380866,54,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,381540.71875,292662.22918171337,88878.48956828663,20
6381715,33,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,360143.125,292662.22918171337,67480.89581828663,21
6381808,49,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,444887.9375,292662.22918171337,152225.70831828663,25
6382183,28,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,187380.59375,292662.22918171337,-105281.63543171337,20
6382609,32,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,271723.75,292662.22918171337,-20938.479181713366,20
6383170,61,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,136479.078125,292662.22918171337,-156183.15105671337,20
6383638,41,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,444704.09375,292662.22918171337,152041.86456828663,20
6385784,44,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,451258.25,292662.22918171337,158596.02081828663,20
6386569,46,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,451910.03125,292662.22918171337,159247.80206828663,20
6389294,48,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,438881.75,292662.22918171337,146219.52081828663,20
6389625,57,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,369495.59375,292662.22918171337,76833.36456828663,20
6391590,61,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,330928.5625,292662.22918171337,38266.33331828663,20
6391958,56,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,417558.71875,292662.22918171337,124896.48956828663,20
6391996,53,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,364168.96875,292662.22918171337,71506.73956828663,20
6394308,43,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,462335.71875,292662.22918171337,169673.48956828663,20
6394359,50,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,411472.15625,292662.22918171337,118809.92706828663,20
6395865,23,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,137278.625,292662.22918171337,-155383.60418171337,25
6395918,44,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,387241.53125,292662.22918171337,94579.30206828663,19
6396689,27,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,137185.265625,292662.22918171337,-155476.96355671337,20
6397107,54,Male,Married,Lange videregående uddannelser,136097.984375,277715.8863705276,-141617.90199552762,26
6399516,60,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,317036.25,292662.22918171337,24374.020818286634,20
6400149,31,Male,Married,Grundskole 7.-10. klasse / Forberedende uddannelser,136565.90625,297215.19019605126,-160649.28394605126,16
6400198,36,Male,Married,Grundskole 7.-10. klasse / Forberedende uddannelser,315686.90625,297215.19019605126,18471.716053948738,16
6401449,44,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,406759.75,292662.22918171337,114097.52081828663,25
6401538,57,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,363240.40625,292662.22918171337,70578.17706828663,20
6402395,18,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,146789.109375,292662.22918171337,-145873.11980671337,20
6402999,26,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,266990.75,292662.22918171337,-25671.479181713366,20
6406331,58,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,434736.53125,292662.22918171337,142074.30206828663,20
6407025,43,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,340865.25,292662.22918171337,48203.02081828663,20
6407325,37,Male,Unmarried,Grundskole 7.-10. klasse / Forberedende uddannelser,309186.53125,297215.19019605126,11971.341053948738,16
6407599,28,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,185645.203125,292662.22918171337,-107017.02605671337,20
6409467,59,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,385304.4375,292662.22918171337,92642.20831828663,20
6410498,52,Male,Married,Grundskole 7.-10. klasse / Forberedende uddannelser,422778.03125,297215.19019605126,125562.84105394874,16
6411863,21,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,136999.515625,292662.22918171337,-155662.71355671337,23
6414724,33,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,305757.03125,292662.22918171337,13094.802068286634,20
6416552,33,Male,Unmarried,Grundskole 7.-10. klasse / Forberedende uddannelser,371354.96875,297215.19019605126,74139.77855394874,16
6420915,62,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,355718.5625,292662.22918171337,63056.33331828663,20
6421244,23,Male,Married,Lange videregående uddannelser,212107.21875,277715.8863705276,-65608.66762052762,24
6421508,24,Male,Unmarried,Lange videregående uddannelser,195193.65625,277715.8863705276,-82522.23012052762,25
6422650,27,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,201541.859375,292662.22918171337,-91120.36980671337,25
6423045,32,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,330882.90625,292662.22918171337,38220.67706828663,25
6426384,40,Male,Married,Lange videregående uddannelser,136880.359375,277715.8863705276,-140835.52699552762,25
6428056,42,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,375716.71875,292662.22918171337,83054.48956828663,20
6430214,60,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,367132.9375,292662.22918171337,74470.70831828663,20
6431755,40,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,435068.78125,292662.22918171337,142406.55206828663,25
6432773,25,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,204131.890625,292662.22918171337,-88530.33855671337,25
6433763,46,Male,Married,Mellemlange videregående uddannelser / Bachelorer,136633.03125,303672.3042750847,-167039.2730250847,24
6434295,53,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,387210.5,292662.22918171337,94548.27081828663,20
6434677,35,Male,Unmarried,Grundskole 7.-10. klasse / Forberedende uddannelser,284292.125,297215.19019605126,-12923.065196051262,16
6435398,53,Male,Married,Mellemlange videregående uddannelser / Bachelorer,402012.375,303672.3042750847,98340.0707249153,25
6438156,41,Male,Unmarried,Mellemlange videregående uddannelser / Bachelorer,407728,303672.3042750847,104055.6957249153,25
6439160,46,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,394053.0625,292662.22918171337,101390.83331828663,20
6441769,24,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,161662.046875,292662.22918171337,-131000.18230671337,20
6444488,21,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,188766.828125,292662.22918171337,-103895.40105671337,23
6445008,55,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,415463.1875,292662.22918171337,122800.95831828663,20
6448165,56,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,137513.65625,292662.22918171337,-155148.57293171337,20
6450957,50,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,407708.5,292662.22918171337,115046.27081828663,20
6452112,35,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,324931.8125,292662.22918171337,32269.583318286634,20
6452165,49,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,410785.75,292662.22918171337,118123.52081828663,20
6453631,26,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,216435.03125,292662.22918171337,-76227.19793171337,20
6457429,59,Male,Unmarried,Gymnasiale og erhvervsfaglige uddannelser,381477.8125,292662.22918171337,88815.58331828663,20
6459817,59,Male,Married,Gymnasiale og erhvervsfaglige uddannelser,400132.78125,292662.22918171337,107470.55206828663,20
